poem content,pred,label,score,anger,disgust,fear,joy,neutral,sadness,surprise,age,type
"The silver swan, who living had no note,
When death approached, unlocked her silent throat;
Leaning her breast against the reedy shore,
Thus sung her first and last, and sung no more:
Farewell, all joys; Oh death, come close mine eyes;
More geese than swans now live, more fools than wise.",5,sadness,0.5428759,0.11743567,0.04073387,0.19008465,0.01721198,0.0822984,0.5428759,0.009359519,Renaissance,Nature
"Blow, blow, thou winter wind,
   Thou art not so unkind
      As mans ingratitude;
   Thy tooth is not so keen,
Because thou art not seen,
      Although thy breath be rude.
Heigh-ho! sing, heigh-ho! unto the green holly:
Most friendship is feigning, most loving mere folly:
   Then, heigh-ho, the holly!
      This life is most jolly.

   Freeze, freeze, thou bitter sky,
   That dost not bite so nigh
      As benefits forgot:
   Though thou the waters warp,
      Thy sting is not so sharp
      As friend remembered not.
Heigh-ho! sing, heigh-ho! unto the green holly...",0,anger,0.64269555,0.64269555,0.035199728,0.02332509,0.047654003,0.049075596,0.1827686,0.019281406,Renaissance,Nature
"When daisies pied and violets blue
      And lady-smocks all silver-white
And cuckoo-buds of yellow hue
      Do paint the meadows with delight,
The cuckoo then, on every tree,
Mocks married men; for thus sings he: 
                                                    Cuckoo;
Cuckoo, cuckoo! O, word of fear,
Unpleasing to a married ear!

When shepherds pipe on oaten straws,
      And merry larks are ploughmen's clocks,
When turtles tread, and rooks, and daws,
      And maidens bleach their summer smocks,
The cuckoo then, on every tree,
Mocks married men; for thus sings he,
                                                    Cuckoo;
Cuckoo, cuckoo! O, word of fear,
Unpleasing to a married ear!

When icicles hang by the wall,
      And Dick the shepherd blows his nail,
And Tom bears logs into the hall,
      And milk comes frozen home in pail,
When blood is nipp'd, and ways be foul,
Then nightly sings the staring-owl,
                                                    Tu-who;
Tu-whit, tu-who!a merry note,
While greasy Joan doth keel the pot.

When all aloud the wind doth blow,
      And coughing drowns the parson's saw,
And birds sit brooding in the snow,
      And Marian's nose looks red and raw,
When roasted crabs hiss in the bowl,
Then nightly ",2,fear,0.7099316,0.019259883,0.006627448,0.7099316,0.098099954,0.035416797,0.10938268,0.021281593,Renaissance,Nature
"When that I was and a little tiny boy,
    With hey, ho, the wind and the rain,
A foolish thing was but a toy,
    For the rain it raineth every day.

But when I came to mans estate,
    With hey, ho, the wind and the rain,
Gainst knaves and thieves men shut their gate,
    For the rain it raineth every day.

But when I came, alas! to wive,
    With hey, ho, the wind and the rain,
By swaggering could I never thrive,
    For the rain it raineth every day.

But when I came unto my beds,
    With hey, ho, the wind and the rain,
With toss-pots still had drunken heads,
    For the rain it raineth every day.

A great while ago the world begun,
    With hey, ho, the wind and the rain,
But thats all one, our play is done,
    And well strive to please you every day.",2,fear,0.3691118,0.07864389,0.03235327,0.3691118,0.109513946,0.07031246,0.3031196,0.03694503,Renaissance,Nature
"From fairest creatures we desire increase,
That thereby beautys rose might never die,
But as the riper should by time decease,
His tender heir might bear his memory;
But thou, contracted to thine own bright eyes,
Feedst thy lights flame with self-substantial fuel,
Making a famine where abundance lies,
Thyself thy foe, to thy sweet self too cruel.
Though that art now the worlds fresh ornament
And only herald to the gaudy spring,
Within thine own bud buriest thy content,
And, tender churl, makst waste in niggarding.
   Pity the world, or else this glutton be,
   To eat the worlds due, by the grave and thee.",5,sadness,0.42777652,0.24020965,0.26603034,0.015414551,0.024015944,0.023592979,0.42777652,0.002960089,Renaissance,Nature
"Shall I compare thee to a summers day?
Thou art more lovely and more temperate:
Rough winds do shake the darling buds of May,
And summers lease hath all too short a date;
Sometime too hot the eye of heaven shines,
And often is his gold complexion dimm'd;
And every fair from fair sometime declines,
By chance or natures changing course untrimm'd;
But thy eternal summer shall not fade,
Nor lose possession of that fair thou owst;
Nor shall death brag thou wanderst in his shade,
When in eternal lines to time thou growst:
   So long as men can breathe or eyes can see,
   So long lives this, and this gives life to thee.",2,fear,0.8179652,0.019137107,0.010433524,0.8179652,0.012578015,0.028965693,0.083004326,0.027916165,Renaissance,Nature
"Spring, the sweet spring, is the years pleasant king,
Then blooms each thing, then maids dance in a ring,
Cold doth not sting, the pretty birds do sing:
      Cuckoo, jug-jug, pu-we, to-witta-woo!

The palm and may make country houses gay,
Lambs frisk and play, the shepherds pipe all day,
And we hear aye birds tune this merry lay:
      Cuckoo, jug-jug, pu-we, to-witta-woo!

The fields breathe sweet, the daisies kiss our feet,
Young lovers meet, old wives a-sunning sit,
In every street these tunes our ears do greet:
      Cuckoo, jug-jug, pu-we, to witta-woo!
            Spring, the sweet spring!",3,joy,0.86166173,0.019444862,0.003949688,0.013374581,0.86166173,0.06768325,0.018474482,0.015411382,Renaissance,Nature
"No crooked leg, no bleared eye,
No part deformed out of kind,
Nor yet so ugly half can be
As is the inward suspicious mind.",2,fear,0.4211827,0.032794077,0.25658932,0.4211827,0.002560395,0.19582304,0.044692766,0.046357628,Renaissance,Nature
"Twice or thrice had I lov'd thee,
Before I knew thy face or name;
So in a voice, so in a shapeless flame
Angels affect us oft, and worshipp'd be;
         Still when, to where thou wert, I came,
Some lovely glorious nothing I did see.
         But since my soul, whose child love is,
Takes limbs of flesh, and else could nothing do,
         More subtle than the parent is
Love must not be, but take a body too;
         And therefore what thou wert, and who,
                I bid Love ask, and now
That it assume thy body, I allow,
And fix itself in thy lip, eye, and brow.

Whilst thus to ballast love I thought,
And so more steadily to have gone,
With wares which would sink admiration,
I saw I had love's pinnace overfraught;
         Ev'ry thy hair for love to work upon
Is much too much, some fitter must be sought;
         For, nor in nothing, nor in things
Extreme, and scatt'ring bright, can love inhere;
         Then, as an angel, face, and wings
Of air, not pure as it, yet pure, doth wear,
         So thy love may be my love's sphere;
                Just such disparity
As is 'twixt air and angels' purity,
'Twixt women's love, and men's, will ever be.",5,sadness,0.5927125,0.17008345,0.028184148,0.1076673,0.0314426,0.043824453,0.5927125,0.026085543,Renaissance,Nature
"With how sad steps, O Moon, thou climb'st the skies!
How silently, and with how wan a face!
What, may it be that even in heav'nly place
That busy archer his sharp arrows tries!
Sure, if that long-with love-acquainted eyes
Can judge of love, thou feel'st a lover's case,
I read it in thy looks; thy languish'd grace
To me, that feel the like, thy state descries.
Then, ev'n of fellowship, O Moon, tell me,
Is constant love deem'd there but want of wit?
Are beauties there as proud as here they be?
Do they above love to be lov'd, and yet
Those lovers scorn whom that love doth possess?
Do they call virtue there ungratefulness?",5,sadness,0.97962016,0.001551691,0.00271965,0.00189999,0.001994435,0.0085667,0.97962016,0.003647397,Renaissance,Nature
"When Nature made her chief work, Stella's eyes,
In colour black why wrapt she beams so bright?
Would she in beamy black, like painter wise,
Frame daintiest lustre, mix'd of shades and light?
Or did she else that sober hue devise,
In object best to knit and strength our sight;
Lest, if no veil these brave gleams did disguise,
They, sunlike, should more dazzle than delight?
Or would she her miraculous power show,
That, whereas black seems beauty's contrary,
She even in black doth make all beauties flow?
Both so, and thus, she, minding Love should be
Plac'd ever there, gave him this mourning weed
To honour all their deaths who for her bleed.",5,sadness,0.7970613,0.007638117,0.02837489,0.012848663,0.045095477,0.091772124,0.7970613,0.01720934,Renaissance,Nature
"Come live with me, and be my love,
And we will some new pleasures prove
Of golden sands, and crystal brooks,
With silken lines, and silver hooks.

There will the river whispering run
Warm'd by thy eyes, more than the sun;
And there the 'enamour'd fish will stay,
Begging themselves they may betray.

When thou wilt swim in that live bath,
Each fish, which every channel hath,
Will amorously to thee swim,
Gladder to catch thee, than thou him.

If thou, to be so seen, be'st loth,
By sun or moon, thou dark'nest both,
And if myself have leave to see,
I need not their light having thee.

Let others freeze with angling reeds,
And cut their legs with shells and weeds,
Or treacherously poor fish beset,
With strangling snare, or windowy net.

Let coarse bold hands from slimy nest
The bedded fish in banks out-wrest;
Or curious traitors, sleeve-silk flies,
Bewitch poor fishes' wand'ring eyes.

For thee, thou need'st no such deceit,
For thou thyself art thine own bait:
That fish, that is not catch'd thereby,
Alas, is wiser far than I.",2,fear,0.7450651,0.06573945,0.05103175,0.7450651,0.008637745,0.07885253,0.045865215,0.004808344,Renaissance,Nature
"Our storm is past, and that storm's tyrannous rage,
A stupid calm, but nothing it, doth 'suage.
The fable is inverted, and far more
A block afflicts, now, than a stork before.
Storms chafe, and soon wear out themselves, or us;
In calms, Heaven laughs to see us languish thus.
As steady'as I can wish that my thoughts were,
Smooth as thy mistress' glass, or what shines there,
The sea is now; and, as the isles which we
Seek, when we can move, our ships rooted be.
As water did in storms, now pitch runs out;
As lead, when a fir'd church becomes one spout.
And all our beauty, and our trim, decays,
Like courts removing, or like ended plays.
The fighting-place now seamen's rags supply;
And all the tackling is a frippery.
No use of lanthorns; and in one place lay
Feathers and dust, to-day and yesterday.
Earth's hollownesses, which the world's lungs are,
Have no more wind than the upper vault of air.
We can nor lost friends nor sought foes recover,
But meteor-like, save that we move not, hover.
Only the calenture together draws
Dear friends, which meet dead in great fishes' jaws;
And on the hatches, as on altars, lies
Each one, his own priest, and own sacrifice.
Who live, that miracle do multiply,
Where walkers in hot ovens do not die.
If in despite of these we s",2,fear,0.5802504,0.13939689,0.027005045,0.5802504,0.023776397,0.10580888,0.12129217,0.002470222,Renaissance,Nature
